IFIH1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BTK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Autoimmune thrombocytopenia	
MAP2K1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MTHFR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAA	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PALB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Autoimmune thrombocytopenia	
ITK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFRB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CYP2C19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TCN2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
AGK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR3A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
APOE	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TYK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Autoimmune thrombocytopenia	
CYP2C9	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMACHC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MS4A1	Autoimmune thrombocytopenia	
HLA-DRB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR2A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2B	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ICOS	Autoimmune thrombocytopenia	
FCGR2C	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Autoimmune thrombocytopenia	
BCR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN22	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CSF2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
OCRL	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BRAF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TFRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ALB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
HLA-DRB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MUT	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Autoimmune thrombocytopenia	
IL3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN11	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ABL1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PNP	Autoimmune thrombocytopenia	
ICOS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Autoimmune thrombocytopenia	
STAT2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
VWF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SCARB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CFH	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PECAM1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SLCO1B1	rs4149036	0.99	
JAK2	INPPL1	0.7989062580087279	
RET	GFRA4	0.8650858929664645	
FGF1	FGFR4	0.8694788835721461	
JAK1	IL6ST	0.855946747881349	
VEGFA	ROCK2	0.8252219011119977	
FYN	STAT1	0.8396144291374222	
EGFR	ACTN2	0.8435102388865442	
SRC	EPHA3	0.8566409204013108	
ERBB2	KRAS	0.8611234767592315	
Imatinib	CSF1R	1	
CD3D	IGF2R	0.8621379174857935	
LYN	VAV2	0.858976627682086	
EGFR	HGF	0.855946747881349	
FCGR1A	IGHV3-30	0.8622716890165686	
C1S	C1QC	0.8396144291374222	
FCGR3A	IGLV3-21	0.8631759289499149	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	QTRTD1	0.8638247395845513	
CYP2D6	rs367543000	0.99	
FYN	FGF2	0.8632846785253419	
CD3D	HLA-DPA1	0.8626940542935567	
JAK1	IFNA17	0.8622496297868503	
CYP2C9	rs72558187	0.99	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
FGFR4	FGF16	0.8692510254471042	
FGF4	PDGFRB	0.8638403979636339	
FGFR3	NRG1	0.855946747881349	
SRC	PTPN11	0.8612838545370343	
ABCC4	rs7317112	0.99	
ERBB2	ERBIN	0.8375121078883685	
PDGFRB	FGFR3	0.8435102388865442	
PDGFRA	ERBB2	0.8513157657742707	
STAT5B	IL5RA	0.8497082254156562	
Pazopanib	ITK	1	
ITGB3	FGB	0.8661175545832356	
IKBKB	REL	0.8086124452583398	
UGT1A9	rs2003569	0.9509900498999999	
ITGB3	ITGB3	0.8660747677153173	
FGF2	FGF4	0.8710944861307965	
FGF1	RASGEF1A	0.8513157657742707	
BCR	ZMYM2	0.855009540709891	
JAK2	IRS2	0.850491991613676	
FGF4	RASGRP1	0.8513157657742707	
MAP2K1	AKAP9	0.8535455451872151	
FGF4	NRAS	0.8680533572816113	
UGT1A9	rs34993780	0.8953382542587163	
SRC	ITGAV	0.8459813396079446	
EGFR	UBC	0.8665736784466054	
PTK6	BTC	0.8633557898536034	
FCGR2A	V3-4	0.8622716890165686	
KDR	rs34231037	0.99	
Imatinib	CYP3A4	1	
FCGR3A	V3-2	0.8631759289499149	
FGF1	SOS1	0.8698922095722557	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC1	0.8638247395845513	
FGFR4	KLB	0.8686538338375516	
SRC	NCK1	0.8536170489627942	
PDGFRB	EREG	0.847975029345742	
JAK2	IL2RB	0.8281207788973212	
FYN	FGF20	0.8632846785253419	
CD3D	CLTCL1	0.8654065929327814	
LYN	IGHV3-53	0.8574228804342738	
SLC22A1	SLC22A1*1, SLC22A1*2, SLC22A1*3, SLC22A1*4, SLC22A1*5	0.99	
UGT1A9	rs35350960	0.8953382542587163	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
ERBB2	ICOS	0.8281207788973212	
FYN	FGF1	0.8632846785253419	
FMO1	rs12720462	0.99	
FGFR1	IRS1	0.8435102388865442	
FGF4	GRB2	0.870916943933636	
FGF2	ARTN	0.855946747881349	
PDGFRB	PDGFB	0.8694436545752403	
FCGR3A	IGLV2-14	0.8631759289499149	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CST3	0.8638247395845513	
FCGR3A	IGLV2-8	0.8631759289499149	
EGFR	FGF17	0.8658423074095727	
LYN	VAV3	0.857607030791991	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	JARID2	0.8638247395845513	
VEGFA	ITGAV	0.8557214641066988	
Interferon Gamma-1b	IFNGR2	1	
Ponatinib	FLT3	1	
YES1	SH2B2	0.8351516051398434	
CYP3A4	rs2246709	0.9509900498999999	
FCGR2A	IGKV1-12	0.8622716890165686	
TPMT	TPMT*1, TPMT*10, TPMT*13, TPMT*15, TPMT*19, TPMT*1A, TPMT*24, TPMT*25, TPMT*26, TPMT*27, TPMT*28, TPMT*30, TPMT*31, TPMT*32, TPMT*33, TPMT*34, TPMT*37, TPMT*3D, TPMT*5	0.99	
EGFR	EREG	0.8693683183476757	
KIT	PTPN11	0.8586276307522482	
FCGR2A	IGHV4-39	0.8622716890165686	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	refseq:NP_001914	0.8638247395845513	
PDGFRA	FGF2	0.8638403979636339	
KIT	FGF18	0.8610963123912945	
EGFR	PIK3R1	0.8687862016101843	
ERBB2	IL5RA	0.8281207788973212	
EGFR	ARPC1A	0.8628338709774962	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PDE4B	0.8638247395845513	
FGF1	RANBP9	0.853898073011433	
FCGR1A	IGKV1D-39	0.8622716890165686	
JAK1	CLCF1	0.8248354829013484	
FGF2	IL2RA	0.853898073011433	
FGFR3	KRAS	0.8590143683516748	
UGT1A9	rs35350960	0.9509900498999999	
Ponatinib	FGFR1	1	
FYN	PIK3R2	0.8554315896386415	
FGFR2	PIK3CA	0.8668039466440379	
CYP2C8	CYP2C8*1A, CYP2C8*2, CYP2C8*3	0.99	
Imatinib	ABL1	1	
PDGFRA	GRB7	0.8197146809151086	
LCK	VAV2	0.8520838925573979	
FCGR3A	IGKV	0.8631759289499149	
IKBKB	BCL10	0.8294526363440686	
SRC	SRC	0.8706975096407819	
FCGR3A	IGLV1-51	0.8631759289499149	
FGF4	FGF1	0.8711311774447058	
ABCC2	rs3740065	0.99	
PDGFRA	FGF16	0.8610963123912945	
FCGR1A	IGHV1-2	0.8622716890165686	
CYP3A4	rs56324128	0.8775210229989678	
VEGFA	rs144854329	0.99	
LCK	HLA-DQB1	0.8637443836010867	
CYP3A4	CYP3A4*1, CYP3A4*22	0.9509900498999999	
FGF4	PLCG1	0.8688963772014662	
RET	NRTN	0.864908116896693	
FCGR1A	IGHG2	0.8614909610942352	
ABL2	GPC1	0.842023951637581	
FCGR2A	IGKV4-1	0.8622716890165686	
KDR	ITGB3	0.8557214641066988	
YES1	EPHB4	0.8591633312389747	
FYN	EFNB2	0.8664623807565615	
VEGFA	SRC	0.8684977548176123	
LCK	CSK	0.8545025065589051	
UGT1A6	rs1105879	0.8775210229989678	
IKBKB	TNIP2	0.849809014912932	
LYN	EPHA7	0.8566409204013108	
PDGFRA	FGF6	0.8610963123912945	
CD3D	ARRB1	0.863443159858049	
SLCO1B1	SLCO1B1*15, SLCO1B1*1B	0.99	
FGFR4	NRG4	0.853898073011433	
FYN	EFNB3	0.8664623807565615	
MTHFR	rs1801133	0.99	
CD3D	CD3D	0.8671365827577528	
C1QC	C1S	0.8396144291374222	
ERBB2	PSPN	0.8372883840480309	
VEGFA	rs3025039	0.99	
FYN	DPYSL2	0.8396144291374222	
EGFR	FGF18	0.8643329280224298	
Cyanocobalamin	MMAB	1	
Ponatinib	TEK	1	
FGFR1	FGF18	0.8626533706911382	
FGFR1	PDGFB	0.8435102388865442	
NTRK1	SHC2	0.8526462282435747	
IKBKB	CARD11	0.8294526363440686	
PDGFRB	ERBB4	0.847975029345742	
ABCB1	rs3213619	0.99	
LYN	V5-1	0.8516636985739204	
LCK	KLRD1	0.8516636985739204	
MAP2K2	KIAA1549	0.8535455451872151	
EGFR	PSPN	0.847975029345742	
EGFR	CAMK2B	0.8435102388865442	
CD3D	LRP2	0.8628338709774962	
EGFR	ADRB2	0.863443159858049	
FGF4	ERLIN2	0.855009540709891	
UGT1A10	rs2070959	0.9320653479069899	
Ponatinib	SRC	1	
FYN	FGF16	0.8601235081501506	
rs6759892	UGT1A10	0.8687458127689781	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPAST	0.8638247395845513	
ITGA2B	FGA	0.8661175545832356	
FCGR3A	ELMO1	0.7983096722548423	
NTRK1	PIK3R2	0.8319100629186602	
FYN	CD86	0.8616414586114868	
CD3D	PAG1	0.7872074365980737	
FGF4	ARTN	0.855946747881349	
FGF1	PDGFRB	0.8638403979636339	
ABCC2	rs4148386	0.99	
EGFR	FGFR4	0.857607030791991	
FCGR1A	V5-4	0.8622716890165686	
CYP3A4	rs4646437	0.99	
rs6759892	UGT1A8	0.9414801494009999	
FGFR4	GFRA4	0.8281207788973212	
FYN	FARP2	0.8484307441293273	
IKBKB	MALT1	0.8294526363440686	
FCGR2A	IGLV1-47	0.8622716890165686	
LCK	CD80	0.8608460401368117	
FGF2	ERLIN2	0.855009540709891	
FCGR2A	VAV1	0.8468891025876341	
EGFR	FGFR1	0.857607030791991	
VEGFA	PTK2B	0.8549476386052599	
FCGR1A	IGLV1-51	0.8622716890165686	
STAT5B	CSF2RA	0.8497082254156562	
FGF1	PIK3CD	0.8513157657742707	
JAK2	YES1	0.8499089801634054	
IFNGR1	JAK2	0.8595222608249842	
SRC	SIRPA	0.8470141168187869	
FCGR2A	IGHV3-33	0.8622716890165686	
FCGR1A	V2-15	0.8622716890165686	
CYP2C9	rs28371685	0.99	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
Aminosalicylic Acid	PLA2G2E	1	
EGFR	PICALM	0.8628338709774962	
EGFR	BTC	0.8693683183476757	
FGFR1	HGF	0.847975029345742	
FYN	HLA-E	0.8516636985739204	
ITGB3	VWF	0.8657097684877005	
CAMK2G	CAMK2B	0.8593451483108672	
FGF1	CD80	0.8513157657742707	
LCK	PIK3CB	0.8452958729825284	
CD3D	TF	0.8621379174857935	
SRC	DOCK1	0.857962761909534	
EGFR	ARPC3	0.8628338709774962	
FGF4	CD28	0.8513157657742707	
LYN	IGKV1-5	0.8574228804342738	
VEGFA	rs879825	0.99	
YES1	LCK	0.8637281740837501	
UGT1A	rs1042640	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFD	0.8638247395845513	
FGFR4	ERBB4	0.853898073011433	
MTRR	rs1801394	0.99	
FGF2	SHC3	0.8513157657742707	
FGF4	GRIN2D	0.853898073011433	
FGF2	CAMK2B	0.853898073011433	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
EPHA2	EPHB3	0.8459813396079446	
UGT1A	rs10929303	0.9320653479069899	
rs8330	UGT1A1	0.96059601	
VEGFA	ITGB3	0.8557214641066988	
FMO3	rs2266780	0.99	
LYN	IGHV3-23	0.8574228804342738	
CD3D	PICALM	0.8628338709774962	
PDGFRB	PIK3R2	0.8492966271403907	
ITGB3	CSK	0.8516636985739204	
LYN	GRAP2	0.8520838925573979	
FGF1	FGF19	0.8693631322176066	
PDGFRB	FGF22	0.855946747881349	
YES1	EPHA4	0.8566409204013108	
ERBB2	FGF2	0.8655209368590407	
PTK6	ERBB3	0.8633557898536034	
FGF1	SPTBN5	0.853898073011433	
FGF4	IL5	0.853898073011433	
EGFR	AAK1	0.865611713402943	
FCGR1A	V1-7	0.8622716890165686	
FGF4	CSF2RB	0.853898073011433	
FGFR3	GAB1	0.8650510186165065	
KRAS	rs61764370	0.8594111440451047	
ERBB2	FGF22	0.8610963123912945	
CD3D	EGFR	0.8628338709774962	
Didanosine	SLC29A2	1	
LYN	GRIN1	0.8526462282435747	
rs1801394	FASTKD3	0.9801	
CDK2	RB1	0.8503967746575688	
FGF1	NRTN	0.855946747881349	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT10	0.8638247395845513	
FYN	FGF4	0.8632846785253419	
CDK2	CCNE2	0.8598961897409358	
Aminosalicylic Acid	CHUK	1	
CHUK	NFKBIA	0.8448687443032323	
FCGR1A	V1-16	0.8622716890165686	
NTRK1	RIT1	0.8338600276875079	
LCK	FYN	0.867773140605465	
Nintedanib	FLT4	1	
JAK2	IL6ST	0.8448687443032323	
FGFR3	PIK3R2	0.8413177913220824	
EGFR	UBB	0.8665736784466054	
FGFR2	GFRA3	0.8281207788973212	
CD3D	SNX9	0.863443159858049	
CYP2D6	CYP2D6*10, CYP2D6*2	0.99	
FGF1	GFRA3	0.855946747881349	
FGFR3	PDGFRA	0.8435102388865442	
FGFR2	PLCG1	0.8600915199930605	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GJC2	0.8638247395845513	
MAP2K1	PAPSS1	0.8535455451872151	
MAP2K2	YWHAB	0.8680920646920249	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.8775210229989678	
FGF4	SPTBN4	0.853898073011433	
NTRK1	PIK3CB	0.8319100629186602	
FCGR2A	VAV2	0.8468891025876341	
LYN	EPHB2	0.8591633312389747	
CYP2C9	CYP2C9*1, CYP2C9*3, CYP2C9*8	0.99	
CDK2	MCM6	0.8484307441293273	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NLRC4	0.8638247395845513	
NTRK1	NGF	0.8678435598863943	
JAK2	CAMK2A	0.8354005520686607	
FGF4	FGF19	0.8693631322176066	
rs12721627	CYP3A4	0.92274469442792	
UGT1A8	rs1042597	0.8775210229989678	
CYP3A4	rs4646437	0.9135172474836407	
EGFR	rs2227983	0.99	
CYP3A4	rs35599367	0.8775210229989678	
FGFR2	FGF6	0.8697788812007132	
UGT1A9	rs11692021	0.8953382542587163	
FGF2	GAB1	0.8694883172424577	
LYN	IGLV1-44	0.8574228804342738	
CHUK	TAB2	0.8560021777996374	
SLCO1B1	rs2900478	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TLN2	0.8638247395845513	
FCGR3A	IGKV1D-16	0.8631759289499149	
EPHA2	EFNA3	0.8600915199930605	
EGFR	SPRY1	0.8390083934738375	
FCGR1A	IGKV1-5	0.8622716890165686	
CYP19A1	rs2236722	0.99	
CD3D	P01737	0.8618120354122875	
TEK	SOS1	0.8676677067435474	
Bosutinib	BCR	1	
FGF2	IRS1	0.8638403979636339	
EGFR	WNT5A	0.863443159858049	
CYP2D6	rs1080985	0.99	
FCGR2A	IGLV3-27	0.8622716890165686	
CYP2C19	rs3814637	0.99	
SRC	PPP2CA	0.8252219011119977	
FGF2	GFRA4	0.855946747881349	
CYP3A4	rs35599367	0.9509900498999999	
SLCO1B1	SLCO1B1*15, SLCO1B1*18, SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5, SLCO1B1*9	0.99	
FCGR3A	IGLV6-57	0.8631759289499149	
Pazopanib	FLT1	1	
FGFR1	PIK3CB	0.8413177913220824	
UGT1A	rs11563250	0.9702989999999999	
NTRK1	CRKL	0.8370620429147057	
FGFR4	FGF18	0.8692510254471042	
JAK1	CNTF	0.8248354829013484	
JAK2	SOS1	0.8678174247689815	
LYN	EFNA5	0.8582609785019573	
Interferon Beta-1B	IFNAR1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT13	0.8638247395845513	
LYN	SYK	0.8634084118105014	
PDGFRA	FGF8	0.8638403979636339	
ERBB2	PTK6	0.8633557898536034	
ERBB2	PDGFRA	0.8513157657742707	
LYN	IGHV3-30	0.8574228804342738	
FGFR4	NRG1	0.855946747881349	
FCGR2A	V1-7	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*29	0.99	
ERBB2	PTPN18	0.842023951637581	
VEGFA	BCAR1	0.8532543843767528	
FGFR1	FGF10	0.86917733360077	
ABL1	CDC42	0.8319100629186602	
CD3D	RPS27A	0.8628338709774962	
PDGFRA	HRAS	0.852724204446584	
FGFR3	BTC	0.853898073011433	
FGFR4	PIK3CA	0.8668039466440379	
FCGR1A	FCGR2A	0.8580060915991022	
SRC	AXL	0.8468891025876341	
SRC	MET	0.8439764719116958	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC1A5	0.8638247395845513	
FCGR2A	V2-8	0.8622716890165686	
FGF4	UBB	0.8496066018949794	
FCGR2A	SYK	0.8613101570521862	
FCGR2A	V1-16	0.8622716890165686	
FGFR1	FGF9	0.8701046867436173	
FGF1	CSF2	0.853898073011433	
CD3D	ACTR3	0.8628338709774962	
UGT1A6	UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8	0.8775210229989678	
FGF2	GFRA3	0.855946747881349	
YES1	FYN	0.867700337642815	
FGFR3	GDNF	0.8281207788973212	
CYP3A4	rs4986910	0.8775210229989678	
FGF4	GRIN2B	0.853898073011433	
FGFR2	ERBB4	0.853898073011433	
FGF1	PIK3AP1	0.8513157657742707	
Pazopanib	CYP2C8	1	
CD19	PIK3R1	0.8641457650605313	
JAK1	IL10RB	0.8451548535446745	
ALOX5	ALOX5AP	0.8232313434983722	
ERBB2	TRAT1	0.8281207788973212	
FCGR2A	IGHV3-13	0.8622716890165686	
FGF1	SPTB	0.853898073011433	
ERBB2	FGF10	0.8610963123912945	
EGFR	DAB2	0.863443159858049	
JAK1	JAK2	0.8679978761878211	
EGFR	GRB2	0.8710278662288428	
LYN	IGLV2-23	0.8574228804342738	
FGF2	MAPK3	0.8480904465605648	
KIT	FGF2	0.8638403979636339	
EGFR	SRC	0.8520838925573979	
FCGR3A	IGKV3D-20	0.8631759289499149	
GRIN1	rs1126442	0.8441197659611389	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	0.8638247395845513	
FGF2	PDGFRA	0.8638403979636339	
UGT1A6	rs6759892	0.8775210229989678	
CYP1A2	MGST2	0.792109822701367	
Bosutinib	ABL1	1	
UGT1A1	rs8175347	0.9509900498999999	
ERBB2	PIK3R2	0.8435102388865442	
Didanosine	SLC22A6	1	
FGFR3	ERBB2	0.855946747881349	
FGF1	ANGPT1	0.853898073011433	
FGF2	BCR	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF292	0.8638247395845513	
FCGR2A	IGKV2D-28	0.8622716890165686	
FYN	KL	0.8372883840480309	
ABCB1	rs4148737	0.99	
LYN	P0CG06	0.8574228804342738	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:xz86zyvibNFDhT+J8v28Znx5/2M9913	0.8638247395845513	
Abciximab	ITGA2B	1	
MAP2K2	SND1	0.8535455451872151	
EGFR	ACTR2	0.8628338709774962	
UGT1A1	rs8175347	0.8775210229989678	
TPMT	rs12201199	0.99	
FGFR3	FGF20	0.8697191396321272	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT6A	0.8638247395845513	
PDGFRA	KLB	0.8435102388865442	
Ponatinib	BCR	1	
FGF4	BCR	0.8252219011119977	
FGF1	IL2RG	0.853898073011433	
FGF4	KL	0.8691951507448656	
FGFR2	FRS3	0.8635627239806679	
IFNAR1	IFNA2	0.8634258189159196	
FGF1	CD19	0.8513157657742707	
PDGFRB	FGF16	0.8610963123912945	
FGF4	FGF23	0.8710944861307965	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*5	0.99	
FYN	FGF3	0.853898073011433	
FCGR2A	IGKV2-28	0.8622716890165686	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP3	0.8638247395845513	
FGF4	ERBB2	0.8655209368590407	
CD3D	CLTA	0.865738626524793	
JAK2	PIK3CB	0.8368330405128926	
JAK2	CLCF1	0.8248354829013484	
Imatinib	ABCG2	1	
FCGR3A	V4-1	0.8631759289499149	
CYP3A4	CYP3A4*1, CYP3A4*22	0.9135172474836407	
PDGFRA	PDGFRB	0.868927482007404	
FGFR1	SHC1	0.8646571590215612	
FGF1	ACTN2	0.853898073011433	
FGFR1	FGF5	0.8699830962617014	
YES1	EFNA1	0.8582609785019573	
JAK1	IFNA14	0.8622496297868503	
Ponatinib	CYP2D6	1	
ABCC2	ABCC2 H12, ABCC2 H2	0.99	
FYN	BTK	0.8520838925573979	
FYN	SEMA3A	0.8629313525556761	
EGFR	FGF8	0.8658423074095727	
FCGR3A	IGLV1-44	0.8631759289499149	
Pazopanib	PDGFRA	1	
FGF4	RASGRF2	0.853898073011433	
FGFR3	PLCG1	0.8558909648136892	
FGF4	TEK	0.853898073011433	
Abciximab	FCGR2A	1	
FYN	FGF8	0.8632846785253419	
PDGFRA	FGF9	0.8638403979636339	
FCGR3A	IGKV2D-40	0.8631759289499149	
FCGR2A	IGKV1D-16	0.8622716890165686	
IFNAR1	STAT2	0.865680655248019	
C1QA	C1R	0.8396144291374222	
FCGR1A	IGHV4-39	0.8622716890165686	
FCGR3A	V5-1	0.8631759289499149	
FGFR2	FGF16	0.8696186908525637	
FGFR4	GFRA2	0.8281207788973212	
FCGR2A	V4-1	0.8622716890165686	
FGFR1	NRAS	0.8611234767592315	
FGF4	CSF2	0.853898073011433	
MAP2K2	KSR1	0.869230102469678	
ERBB2	FRS2	0.8638403979636339	
FGF1	FGF8	0.8711387031818277	
FGFR4	BTC	0.853898073011433	
FCGR1A	V2-17	0.8622716890165686	
IFNG	IFNGR2	0.860343039361049	
EGFR	AVP	0.863443159858049	
FGF2	PIK3R2	0.8584669291223378	
CFH	rs800292	0.8551864921887058	
MAP2K2	PAPSS1	0.8535455451872151	
CYP2C9	rs71486745	0.99	
FGFR2	RET	0.8281207788973212	
FGF1	JAK1	0.853898073011433	
UGT1A1	rs887829	0.8775210229989678	
ERBB2	GRIN2C	0.8281207788973212	
CD3D	SH3KBP1	0.8628338709774962	
SRC	GRB2	0.8615163260680712	
FGFR1	PIK3CA	0.8670160334108179	
EGFR	DNAJC6	0.851137711762708	
Trastuzumab	FCGR2B	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	IGDCC4	0.8638247395845513	
ABL2	ROBO1	0.842023951637581	
CHUK	NOD1	0.8252219011119977	
CD3D	AP2B1	0.8666098248257992	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4	0.99	
JAK2	IFNG	0.860343039361049	
ITGB3	RAP1B	0.8665444230442223	
ERBB2	RASGRF2	0.8281207788973212	
FGFR4	FGF22	0.858976627682086	
LCK	TCRA	0.8637443836010867	
VEGFA	rs6900017	0.99	
UGT1A1	rs4148323	0.99	
SRC	EPHA6	0.8566409204013108	
UGT1A1	rs887829	0.9509900498999999	
JAK2	FYN	0.855071032805086	
LYN	IGKV3D-20	0.8574228804342738	
Sunitinib	KIT	1	
FCGR1A	IGKV1-33	0.8622716890165686	
FGFR3	PIK3R1	0.8672119452406968	
FGF4	VAV1	0.8513157657742707	
KIT	FYN	0.8652553874900422	
SRC	EFNB2	0.8664623807565615	
TPMT	rs17839843	0.99	
CAMK2G	GRIN2A	0.8516636985739204	
FGFR1	FGF4	0.8701046867436173	
Vandetanib	ORM1	1	
LYN	V3-4	0.8516636985739204	
FGF2	PIK3CA	0.8694355050132356	
