B2M	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
RHOA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
SCARB2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
APOE	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PAK1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PTGS2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CYP2C9	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
REN	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
OCRL	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CD2AP	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGTR1	Proteinuria Adverse Event	
FABP2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
VEGFA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
MTHFR	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PTPN22	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
INS	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
NPHS1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGT	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
ALB	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
FGA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
ACE	Proteinuria Adverse Event	
HP	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
FN1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
NCK2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CYP2C9	Proteinuria Adverse Event	
HLA-DRB1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
NCK1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
LRP2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
POMC	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGTR1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CD80	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CTSL	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
HLA-DPB1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
INSR	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
MTHFR	Proteinuria Adverse Event	
NPHS1	Proteinuria Adverse Event	
CFH	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PAK2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
ACE	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
SAA1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGT	Proteinuria Adverse Event	
APOA1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
RET	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PPARA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
HLA-DQA1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
IKBKB	MALT1	0.8294526363440686	
LCK	CD80	0.8608460401368117	
CFTR	TF	0.8621379174857935	
EGFR	FGFR1	0.857607030791991	
VEGFA	PTK2B	0.8549476386052599	
STAT5B	CSF2RA	0.8497082254156562	
SRC	SIRPA	0.8470141168187869	
RARA	HIST2H3D	0.8438225987934436	
CYP2C9	rs28371685	0.99	
INSR	rs2396185	0.99	
UGT1A7	rs6759892	0.9135172474836407	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
EGFR	PICALM	0.8628338709774962	
RXRA	CHD9	0.7989062580087279	
EGFR	BTC	0.8693683183476757	
UGT1A8	rs6759892	0.99	
FYN	HLA-E	0.8516636985739204	
LCK	PIK3CB	0.8452958729825284	
SRC	DOCK1	0.857962761909534	
rs2070959	UGT1A7	0.92274469442792	
UGT1A9	rs72551344	0.9320653479069899	
EGFR	ARPC3	0.8628338709774962	
VEGFA	rs879825	0.99	
YES1	LCK	0.8637281740837501	
Piroxicam	CYP2C8	1	
UGT1A9	rs72551344	0.9702989999999999	
CFTR	HIP1R	0.8628338709774962	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFD	0.8638247395845513	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
EPHA2	EPHB3	0.8459813396079446	
UGT1A7	rs7586110	0.8600583546412883	
UGT1A	rs10929303	0.9320653479069899	
rs8330	UGT1A1	0.96059601	
VEGFA	ITGB3	0.8557214641066988	
FMO3	rs2266780	0.99	
PDGFRB	PIK3R2	0.8492966271403907	
UGT1A10	rs6759892	0.8775210229989678	
PDGFRB	FGF22	0.855946747881349	
YES1	EPHA4	0.8566409204013108	
PTK6	ERBB3	0.8633557898536034	
Indomethacin	CYP2C19	1	
EGFR	AAK1	0.865611713402943	
Ramipril	BCHE	1	
Ibuprofen	UGT1A9	1	
rs1042640	UGT1A	0.8687458127689781	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT10	0.8638247395845513	
FYN	FGF4	0.8632846785253419	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.8600583546412883	
UGT1A6	rs17863783	0.9320653479069899	
LCK	FYN	0.867773140605465	
UGT1A6	rs17863783	0.8953382542587163	
MAPK3	WDR83	0.786228997694123	
EGFR	UBB	0.8665736784466054	
CFTR	SH3KBP1	0.8628338709774962	
CYP2D6	CYP2D6*10, CYP2D6*2	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GJC2	0.8638247395845513	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.8775210229989678	
UGT1A6	rs4261716	0.8953382542587163	
UGT1A9	rs58597806	0.9135172474836407	
CYP2C9	CYP2C9*1, CYP2C9*3, CYP2C9*8	0.99	
UGT1A9	rs3806598	0.9135172474836407	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NLRC4	0.8638247395845513	
Sulindac	MAPK3	1	
rs12721627	CYP3A4	0.92274469442792	
UGT1A8	rs1042597	0.8775210229989678	
Flurbiprofen	ALB	1	
CYP3A4	rs4646437	0.9135172474836407	
EGFR	rs2227983	0.99	
rs2070959	UGT1A6	0.92274469442792	
CYP3A4	rs35599367	0.8775210229989678	
UGT1A9	rs11692021	0.8953382542587163	
SLCO1B1	rs2900478	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TLN2	0.8638247395845513	
AGTR1	GNRH1	0.8407682499807351	
EPHA2	EFNA3	0.8600915199930605	
EGFR	SPRY1	0.8390083934738375	
Captopril	LTA4H	1	
TEK	SOS1	0.8676677067435474	
Ramipril	SLC15A2	1	
EGFR	WNT5A	0.863443159858049	
CYP2D6	rs1080985	0.99	
CYP2C19	rs3814637	0.99	
CFTR	UBB	0.8658608065151423	
SRC	PPP2CA	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	refseq:NP_001914	0.818984274335209	
CYP3A4	rs35599367	0.9509900498999999	
SLCO1B1	SLCO1B1*15, SLCO1B1*18, SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5, SLCO1B1*9	0.99	
UGT1A	rs11563250	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT13	0.8638247395845513	
PPARG	MED19	0.7989062580087279	
AGTR1	EDN3	0.833320481754769	
CFTR	OS9	0.8558909648136892	
CYP2D6	CYP2D6*1, CYP2D6*29	0.99	
MAPK3	PAPSS1	0.8535455451872151	
VEGFA	BCAR1	0.8532543843767528	
CFTR	rs121909041	0.99	
UGT1A9	rs3806598	0.99	
ABL1	CDC42	0.8319100629186602	
BCHE	rs1803274	0.99	
SRC	MET	0.8439764719116958	
SRC	AXL	0.8468891025876341	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC1A5	0.8638247395845513	
UGT1A6	UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8	0.8775210229989678	
YES1	FYN	0.867700337642815	
CYP3A4	rs4986910	0.8775210229989678	
RXRA	MED18	0.7989062580087279	
UGT1A9	rs72551344	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC1	0.818984274335209	
EGFR	DAB2	0.863443159858049	
EGFR	GRB2	0.8710278662288428	
KIT	FGF2	0.8638403979636339	
EGFR	SRC	0.8520838925573979	
rs6759892	UGT1A10	0.9801	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	0.8638247395845513	
AGTR1	NPS	0.8407682499807351	
CFTR	ARPC5	0.8628338709774962	
UGT1A6	rs6759892	0.8775210229989678	
CYP1A2	MGST2	0.792109822701367	
UGT1A1	rs8175347	0.9509900498999999	
AGTR1	GRM5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF292	0.8638247395845513	
FYN	KL	0.8372883840480309	
ABCB1	rs4148737	0.99	
UGT1A7	rs7586110	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:xz86zyvibNFDhT+J8v28Znx5/2M9913	0.8638247395845513	
PDPK1	CD28	0.8281207788973212	
UGT1A6	UGT1A6*2a	0.9320653479069899	
EGFR	ACTR2	0.8628338709774962	
UGT1A1	rs8175347	0.8775210229989678	
UGT1A7	UGT1A7*3	0.9320653479069899	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT6A	0.8638247395845513	
INSR	IRS1	0.8549476386052599	
PPARA	rs4253728	0.99	
CFTR	ERLIN1	0.8558909648136892	
AGTR1	GNA11	0.8595571341704282	
Acitretin	RXRG	1	
Indomethacin	PTGS1	1	
PDGFRB	FGF16	0.8610963123912945	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*5	0.99	
FYN	FGF3	0.853898073011433	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP3	0.8638247395845513	
RXRA	SMARCD3	0.7989062580087279	
CYP3A4	CYP3A4*1, CYP3A4*22	0.9135172474836407	
AGTR1	CASR	0.8421959353175904	
UGT1A7	rs17868323	0.9702989999999999	
YES1	EFNA1	0.8582609785019573	
AGTR1	CYSLTR2	0.8252219011119977	
UGT1A7	rs17868323	0.9320653479069899	
RXRA	PPARG	0.8294526363440686	
PDPK1	PIK3R2	0.8513157657742707	
ABCC2	ABCC2 H12, ABCC2 H2	0.99	
FYN	BTK	0.8520838925573979	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPAST	0.818984274335209	
FYN	SEMA3A	0.8629313525556761	
EGFR	FGF8	0.8658423074095727	
UGT1A6	rs1105879	0.8953382542587163	
ACE	rs4292	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CABLES1	0.818984274335209	
UGT1A	rs11563250	0.9135172474836407	
AGTR1	TRH	0.8407682499807351	
FYN	FGF8	0.8632846785253419	
MMP9	MMP9	0.8182775941241417	
CFTR	SEL1L	0.8558909648136892	
SCN5A	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353	
AGTR1	LPAR1	0.8354005520686607	
EGFR	AVP	0.863443159858049	
CFH	rs800292	0.8551864921887058	
MAPK3	NCKAP1L	0.8086124452583398	
AGTR1	HCRT	0.833320481754769	
CYP2C9	rs71486745	0.99	
RARB	CRABP2	0.8294526363440686	
Insulin Detemir	ALB	1	
UGT1A1	rs887829	0.8775210229989678	
CFTR	WASL	0.8628338709774962	
SRC	GRB2	0.8615163260680712	
EGFR	DNAJC6	0.851137711762708	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	IGDCC4	0.8638247395845513	
ABL2	ROBO1	0.842023951637581	
UGT1A7	rs17868323	0.9509900498999999	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4	0.99	
LCK	TCRA	0.8637443836010867	
Naproxen	PTGS1	1	
UGT1A1	rs4148323	0.99	
VEGFA	rs6900017	0.99	
MAPK3	NCKAP1	0.8086124452583398	
UGT1A6	UGT1A6*2a	0.9702989999999999	
SRC	EPHA6	0.8566409204013108	
UGT1A1	rs887829	0.9509900498999999	
PPARA	rs9626730	0.99	
MAPK3	WASF2	0.8086124452583398	
PPARG	MED22	0.7989062580087279	
Indomethacin	GLO1	1	
KIT	FYN	0.8652553874900422	
SRC	EFNB2	0.8664623807565615	
Vandetanib	ORM1	1	
EGFR	SYT1	0.8628338709774962	
STAT5B	IL2	0.8497082254156562	
PDPK1	RHOB	0.8294526363440686	
SRC	MAPK1	0.8335919503261298	
PDGFRB	FGF23	0.8638403979636339	
CFTR	DNAJC6	0.851137711762708	
MTHFR	rs17421511	0.99	
AGTR1	AVPR1B	0.8354005520686607	
CYP2C9	rs9332239	0.99	
CYP2C9	CYP2C9*1, CYP2C9*2, CYP2C9*3	0.99	
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	uniprotkb:P01857	0.8638247395845513	
KDR	PIK3CB	0.8468891025876341	
CES1	rs2244613	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.8638247395845513	
RXRA	EP300	0.8400074412835329	
ABCC1	rs45511401	0.99	
SRC	CD80	0.8516636985739204	
INSR	IRS2	0.8549476386052599	
RXRA	MED20	0.7989062580087279	
AGTR1	NPFFR1	0.8252219011119977	
AGTR1	HCRTR1	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*4	0.99	
PPARG	MED11	0.7989062580087279	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NCOA3	0.8638247395845513	
APOC1	rs429358	0.8551864921887058	
FYN	EPHB4	0.866499965431577	
CYP2D6	CYP2D6*10, CYP2D6*14, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*7	0.99	
EPHA2	EPHA3	0.8520838925573979	
AGTR1	CCL23	0.8407682499807351	
Dasatinib	FYN	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SH3BP5	0.8638247395845513	
CFTR	rs267606723	0.99	
CYP2C8	rs11572080	0.99	
CYP2D6	CYP2D6*1, CYP2D6*100, CYP2D6*101, CYP2D6*13, CYP2D6*2, CYP2D6*31, CYP2D6*4, CYP2D6*5, CYP2D6*69	0.99	
rs2740574	CYP3A	0.9043820750088043	
PDGFRB	FGFR2	0.8435102388865442	
UGT1A3	UGT1A3*1, UGT1A3*2	0.99	
EGFR	FCHO1	0.8541713484689148	
UGT1A1	rs8175347	0.9320653479069899	
CYP2C8	rs11572103	0.99	
APOC1	rs7412	0.8551864921887058	
KDR	CDC42	0.8483182916706136	
SRC	ARHGEF7	0.8509568505095917	
PDGFRB	FGF17	0.8638403979636339	
UGT1A8	rs6431558	0.8600583546412883	
SRC	EPHB4	0.866499965431577	
BCHE	rs1799807	0.99	
EGFR	GDNF	0.847975029345742	
ALB	FABP6	0.8421959353175904	
YES1	EPHB1	0.8591633312389747	
AGTR1	ANXA1	0.8407682499807351	
UGT1A1	rs10929303	0.99	
FMO3	rs1736557	0.99	
PTK6	ERBB4	0.8633557898536034	
SRC	FYN	0.8697229727831113	
KIT	FGF17	0.8638403979636339	
Etodolac	UGT2B7	1	
PDGFRB	SHC1	0.8601235081501506	
FYN	FGF7	0.8372883840480309	
MAPK3	BRK1	0.8086124452583398	
FYN	CRMP1	0.8396144291374222	
SRC	VAV1	0.8459813396079446	
SLCO1B1	SLCO1B1*14, SLCO1B1*1A	0.99	
EGFR	CLTCL1	0.8654065929327814	
CYP3A4	rs4987161	0.9509900498999999	
CYP2D6	rs28360521	0.99	
UGT1A8	rs6759892	0.9135172474836407	
AGTR1	P2RY2	0.8354005520686607	
SRC	PIK3R1	0.850491991613676	
CFTR	CHRM2	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HP	0.8638247395845513	
CYP1B1	rs1056836	0.99	
AGTR1	PTGFR	0.8252219011119977	
Acitretin	RBP1	1	
Trandolapril	CES1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTAGE5	0.8638247395845513	
EGFR	PTPRA	0.8435102388865442	
CFTR	SH3GL2	0.8652664063176569	
SRC	CD47	0.8470141168187869	
UGT1A9	rs6759892	0.9135172474836407	
KIT	NRG1	0.8513157657742707	
EGFR	KL	0.857607030791991	
IKBKB	NFKBIB	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PF4V1	0.818984274335209	
VEGFA	rs833069	0.99	
Ibuprofen	BCL2	1	
EGFR	SYT2	0.8628338709774962	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*21, CYP2D6*36, CYP2D6*4, CYP2D6*5	0.99	
SRC	EPHB1	0.866499965431577	
Auranofin	ALB	1	
CFTR	M6PR	0.8621379174857935	
FYN	PAK1	0.8614909610942352	
UGT1A9	rs2003569	0.9320653479069899	
PDPK1	MALT1	0.8484307441293273	
INSR	PTPN1	0.837864151363	
SLCO1B1	rs11045821	0.99	
CYP3A4	CYP3A4*1, CYP3A4*22	0.99	
Naproxen	CYP1A2	1	
UGT1A9	rs11692021	0.9135172474836407	
ABCB1	rs2235015	0.99	
UGT1A1	rs4124874	0.99	
CFTR	UBA52	0.8658608065151423	
ABCB1	rs2032583	0.99	
ABCG2	rs41282401	0.99	
rs2070959	UGT1A8	0.96059601	
UGT1A1	UGT1A1*60	0.8775210229989678	
AGTR1	GPR132	0.8354005520686607	
AGTR1	NMB	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	IGDCC4	0.818984274335209	
EGFR	CSF2RB	0.8435102388865442	
CFTR	EGF	0.8628338709774962	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	QTRTD1	0.818984274335209	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:xz86zyvibNFDhT+J8v28Znx5/2M9913	0.818984274335209	
EGFR	ACTR3	0.8628338709774962	
CYP2D6	CYP2D6*1, CYP2D6*5, CYP2D6*8	0.99	
LCK	HLA-DRA	0.8637443836010867	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SORBS3	0.8638247395845513	
Vandetanib	ABCG2	1	
LCK	TRAC	0.8637443836010867	
rs10929303	UGT1A1	0.8863848717161291	
PPARA	CARM1	0.7989062580087279	
ABCC2	rs8187707	0.99	
EGFR	RAB5A	0.8129393082389929	
UGT1A	rs1042640	0.9135172474836407	
ABCC4	rs11568695	0.99	
LCK	HLA-DQA2	0.8637443836010867	
SLCO1B3	rs11045585	0.99	
PTGDR2	GNAI1	0.8497082254156562	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	0.818984274335209	
EGFR	rs121434568	0.99	
PDGFRB	FGF4	0.8638403979636339	
EGFR	JAK3	0.8435102388865442	
RXRA	RXRAAG, RXRAGA	0.99	
EGFR	FGF1	0.8658423074095727	
CFTR	DVL2	0.863443159858049	
Etodolac	UGT1A3	1	
SRC	VWF	0.8659427526468915	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR3A2	0.8638247395845513	
RARA	RXRA	0.8330455603776535	
STAT5B	IL2RA	0.8497082254156562	
Flurbiprofen	UGT1A9	1	
Naproxen	CYP2C9	1	
PDGFRB	PTPN11	0.852328492927923	
AGTR1	BDKRB1	0.8421959353175904	
SLCO1B1	rs11045879	0.99	
FYN	FGF23	0.8632846785253419	
RXRA	NCOA1	0.8447236169788426	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT1	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT14	0.8638247395845513	
PDPK1	TSC2	0.8281207788973212	
PPARA	rs4253778	0.99	
UGT1A9	rs17868320	0.9320653479069899	
CYP3A4	rs2246709	0.8775210229989678	
EGF	rs4444903	0.8542055322677212	
UGT1A10	rs6759892	0.9509900498999999	
FMO3	rs2266782	0.99	
Oxcarbazepine	CYP2C19	1	
UGT1A9	rs17868320	0.8953382542587163	
UGT1A9	rs6714486	0.9702989999999999	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.9320653479069899	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ADRA1B	0.8638247395845513	
APOB	rs676210	0.8542055322677212	
KIT	FGF9	0.8638403979636339	
UGT1A6	rs17863783	0.8600583546412883	
PDGFRB	PDGFA	0.8692358410966403	
CYP3A	rs12721627	0.8953382542587163	
Ibuprofen	UGT1A3	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LAT	0.8638247395845513	
KDR	PIK3CA	0.8468891025876341	
ABCC2	rs8187710	0.99	
VEGFA	rs25648	0.99	
CFTR	FCHO2	0.8541713484689148	
FYN	EPHA6	0.8566409204013108	
PPARA	TBL1X	0.8277761371930282	
CYP3A4	rs4646440	0.9509900498999999	
EGFR	RASGRF1	0.8435102388865442	
KDR	NCK2	0.8570412853760152	
rs8330	UGT1A9	0.9801	
AGTR1	PMCH	0.8407682499807351	
rs2070959	UGT1A9	0.96059601	
CFTR	rs121908755	0.99	
CFTR	CLTCL1	0.8654065929327814	
MAPK3	CYFIP1	0.8086124452583398	
UGT1A6	rs1105879	0.8600583546412883	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDCP1	0.818984274335209	
STAT5B	IL2RG	0.8556642356373598	
UGT1A1	UGT1A1*1, UGT1A1*28	0.8600583546412883	
CFTR	ARPC2	0.8628338709774962	
KDR	ROCK1	0.8252219011119977	
EPHA2	EPHA10	0.8520838925573979	
UGT2B7	rs4554144	0.99	
UGT1A8	rs6431558	0.9135172474836407	
UGT1A7	rs7586110	0.9135172474836407	
KIT	GRB2	0.8691409949866795	
CYP1A2	rs2472304	0.99	
CFTR	rs75039782	0.99	
SRC	EFNA5	0.8582609785019573	
STAT5B	JAK3	0.8556642356373598	
UGT1A6	rs2070959	0.9702989999999999	
PPARD	rs2016520	0.99	
rs8330	UGT1A9	0.9043820750088043	
FYN	SYK	0.8642476035429987	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*26, CYP2C19*9	0.99	
LCK	VAV1	0.8532543843767528	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.99	
UGT2B7	rs7439366	0.99	
VEGFA	ROCK1	0.8252219011119977	
AGTR1	TAC1	0.833320481754769	
PPARA	NCOR2	0.8294526363440686	
RXRA	MED19	0.7989062580087279	
KIT	SRC	0.8639651892799458	
UGT1A9	rs8330	0.9509900498999999	
CFTR	STAM2	0.8628338709774962	
PTK6	ERBB2	0.8633557898536034	
KIT	PIK3R1	0.8660574854133956	
PDGFRB	PDGFRA	0.868927482007404	
FYN	PTPN11	0.8622716890165686	
PTK6	EGFR	0.865795589821083	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*4, CYP2C19*5, CYP2C19*6, CYP2C19*8	0.99	
FYN	CDC42	0.8627943266759222	
CFTR	SYT9	0.8628338709774962	
PTGDR2	GNAT3	0.8497082254156562	
PTK6	EGF	0.8633557898536034	
ABCB1	rs3789243	0.99	
UGT1A9	rs3832043	0.99	
EGFR	NEFL	0.8435102388865442	
EPHA2	NGEF	0.8351516051398434	
RXRA	rs11185647	0.99	
YES1	SRC	0.8670406049940645	
EGFR	M6PR	0.8628338709774962	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SACS	0.818984274335209	
EGFR	FGF9	0.8658423074095727	
EGFR	SH3KBP1	0.8667498766278202	
Indomethacin	CYP2C9	1	
APOC1	rs429358	0.8107944315918569	
MAPK3	MAPK1	0.8685613105862938	
EPHA2	EPHA8	0.8520838925573979	
LCK	LYN	0.8642332081779103	
TEK	ANGPT1	0.8619541249075027	
STAT5B	CSF2RB	0.8557783262261931	
UGT1A9	rs3806598	0.8953382542587163	
EGFR	HGS	0.8665370616181098	
Valsartan	SLCO1B3	1	
UGT1A1	rs10929303	0.9509900498999999	
Vandetanib	CYP3A4	1	
AGTR1	ADRA1D	0.8354005520686607	
UGT1A9	rs3806598	0.9320653479069899	
LCK	RAC1	0.8421959353175904	
ABCC2	rs113646094	0.99	
Indomethacin	SLC22A8	1	
ABCC4	rs9561778	0.99	
EGFR	AKAP9	0.8435102388865442	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DCD	0.8638247395845513	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
AGTR1	EDNRB	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
AGTR1	HCRTR2	0.8252219011119977	
EGFR	DNM2	0.8621379174857935	
AGTR1	TAC3	0.833320481754769	
RXRA	RXRA	0.8435102388865442	
AGTR1	P2RY11	0.8252219011119977	
EGFR	MET	0.855946747881349	
SRC	HGF	0.8439764719116958	
VEGFA	NCK2	0.8570412853760152	
CFTR	SGIP1	0.8658049874828022	
YES1	CD28	0.8421959353175904	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.8775210229989678	
AGTR1	NPFFR2	0.8252219011119977	
RXRA	MED26	0.7989062580087279	
UGT1A6	rs17863783	0.8775210229989678	
YES1	GRIN1	0.8526462282435747	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
PDGFRB	GRB7	0.8197146809151086	
UGT1A9	rs34993780	0.9509900498999999	
CYP2D6	rs750996195	0.99	
IKBKB	NOD2	0.8252219011119977	
AGTR1	NPSR1	0.8354005520686607	
EGFR	DVL2	0.863443159858049	
FYN	PDPK1	0.8372883840480309	
RXRA	TBL1XR1	0.8277761371930282	
ABCG2	rs4148157	0.99	
AGTR1	CCK	0.833320481754769	
ABCB1	rs1128503	0.99	
SRC	CDC42	0.8398120133516425	
rs6759892	UGT1A9	0.9414801494009999	
LCK	VAV3	0.8520838925573979	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITGB5	0.8638247395845513	
EGFR	RAPGEF2	0.8372883840480309	
rs2070959	UGT1A6	0.96059601	
UGT1A8	rs1042597	0.9509900498999999	
STAT5B	GH1	0.8579191844628987	
CFTR	RNF185	0.8558909648136892	
CFTR	rs113993959	0.99	
ABCC4	rs9516519	0.99	
UGT1A9	rs3806598	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	BBC3	0.818984274335209	
AGTR1	CCKBR	0.8354005520686607	
FYN	PECAM1	0.8354005520686607	
CYP3A4	rs2246709	0.99	
SRC	EPHB3	0.866499965431577	
Celecoxib	PDPK1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PRSS3	0.818984274335209	
UGT1A3	rs3806596	0.99	
FYN	VAV3	0.8608743736042008	
KDR	PAK2	0.8531802811033484	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC2	0.8638247395845513	
rs7412	APOE	0.8132738448803432	
