CNR1	alcohol use disorder	
CYP2E1	alcohol use disorder	
TAS2R13	alcohol use disorder	
NPSR1	alcohol use disorder	
DRD2	alcohol use disorder	
CRHR1	alcohol use disorder	
SLC6A4	alcohol use disorder	
PIK3R1	alcohol use disorder	
CRH	alcohol use disorder	
TACR1	alcohol use disorder	
AVP	alcohol use disorder	
ANKK1	alcohol use disorder	
OPRM1	alcohol use disorder	
NTRK2	rs1948308	0.99	
CHRM1	PROKR1	0.8354005520686607	
ADRB2	PICALM	0.863443159858049	
CALM3	GRIN2D	0.8319100629186602	
CALM3	GRIN2C	0.8319100629186602	
OPRM1	CASR	0.8354005520686607	
HTR5A	TAS2R60	0.8354005520686607	
DRD3	NPY	0.833320481754769	
DRD5	VIP	0.833320481754769	
CHRM3	BDKRB2	0.8354005520686607	
HTR1B	GNAT3	0.8526462282435747	
HTR1F	FPR1	0.8354005520686607	
VEGFA	PIK3CA	0.8468891025876341	
HTR1A	TAS2R8	0.8354005520686607	
Propranolol	CYP2D6	1	
ADRB2	GNAS	0.8549476386052599	
DRD3	HCAR2	0.8354005520686607	
HRH4	CCL28	0.8407682499807351	
CHRM4	HEBP1	0.8407682499807351	
Carvedilol	VCAM1	1	
HTR6	GPR83	0.8252219011119977	
HTR1E	CCL25	0.8407682499807351	
HTR2A	AGT	0.8407682499807351	
OPRD1	SSTR4	0.8354005520686607	
HTR1A	TAS2R60	0.8354005520686607	
HRH1	CYSLTR1	0.8252219011119977	
CHRM5	PROKR1	0.8354005520686607	
DRD3	CXCL6	0.8459813396079446	
HTR6	IAPP	0.8407682499807351	
OPRM1	FPR3	0.8354005520686607	
CHRM3	XCL2	0.833320481754769	
OPRD1	rs2236861	0.99	
OPRD1	CXCL12	0.8407682499807351	
DRD2	TAS2R43	0.8354005520686607	
GLP2R	VIPR2	0.8252219011119977	
HTR1D	S1PR2	0.8252219011119977	
ADRB2	GRK6	0.8086124452583398	
ADRB2	GPHA2	0.8407682499807351	
HTR1F	GNAT3	0.8526462282435747	
HTR2C	SAA1	0.833320481754769	
HTR1A	TAS2R38	0.8354005520686607	
ADRB2	VIPR1	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCAF1	0.818984274335209	
ADRA1A	GPR65	0.8354005520686607	
HTR1D	SSTR5	0.8354005520686607	
CHRM2	WASL	0.8628338709774962	
CHRM3	EDN2	0.833320481754769	
Amitriptyline	CYP3A5	1	
DRD1	RAMP1	0.8421959353175904	
HTR2C	GRM1	0.8354005520686607	
CHRM2	CORT	0.8407682499807351	
CHRM2	GPER1	0.8354005520686607	
ADRA1B	OPN4	0.8354005520686607	
Doxepin	ADRA2A	1	
HTR1E	TAS2R10	0.8354005520686607	
Olanzapine	DRD4	1	
CHRM3	ADRA1B	0.8354005520686607	
DRD4	TAS2R43	0.8354005520686607	
CHRM1	OXT	0.833320481754769	
rs429358	TOMM40	0.829786598184209	
ADRB1	GPR83	0.8252219011119977	
HTR1D	TAS2R14	0.8354005520686607	
ADRA1D	CYSLTR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AP4E1	0.818984274335209	
GLP2R	HTR4	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CEP44	0.8638247395845513	
Pergolide	ADRA2A	1	
ADRB2	KIAA0319	0.863443159858049	
HTR1E	TAS2R3	0.8354005520686607	
HTR7	FSHB	0.8407682499807351	
HTR5A	PTGDR2	0.8252219011119977	
OPRD1	CORT	0.8407682499807351	
CYP2C19	rs12768009	0.99	
DRD5	FSHB	0.8407682499807351	
HTR2C	HRH1	0.8354005520686607	
HTR1D	CASR	0.8354005520686607	
OPRM1	PPY	0.833320481754769	
HTR1F	CCR9	0.8354005520686607	
HTR1E	C5	0.8407682499807351	
CHRM2	BDKRB1	0.8354005520686607	
Imipramine	CHRM2	1	
ADRB1	HRH2	0.8354005520686607	
HTR1A	GNAI3	0.8526462282435747	
DRD4	PF4	0.8407682499807351	
CHRM5	EDN2	0.833320481754769	
HTR1B	CXCL3	0.8407682499807351	
HRH4	SAA1	0.8407682499807351	
OPRM1	C3AR1	0.8354005520686607	
HTR5A	GNAI2	0.8526462282435747	
HTR6	GHRHR	0.8354005520686607	
CHRM5	EDNRA	0.8252219011119977	
CYP2C9	rs56165452	0.99	
GRIN1	EPHB3	0.8526462282435747	
HRH4	CCL5	0.8407682499807351	
DRD2	NPB	0.8407682499807351	
DRD4	RXFP4	0.8354005520686607	
HTR2B	LPAR1	0.8252219011119977	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.99	
ABCB1	rs4148739	0.99	
OPRD1	GNAI3	0.8526462282435747	
OPRD1	OXER1	0.8252219011119977	
HTR5A	ADRA2A	0.8252219011119977	
HTR1B	OPRD1	0.8354005520686607	
OPRK1	CXCL6	0.8459813396079446	
CHRM2	TAS2R30	0.8354005520686607	
Perphenazine	DRD1	1	
HTR1B	CORT	0.8407682499807351	
HTR5A	TAS2R45	0.8354005520686607	
CHRM2	NECAP1	0.8664623807565615	
ADRB1	rs1801252	0.99	
HTR5A	LPAR2	0.8252219011119977	
DRD4	PPBP	0.8407682499807351	
OPRD1	PENK	0.8436671950788296	
CHRM4	CXCL9	0.8407682499807351	
DRD1	LHCGR	0.8354005520686607	
DRD3	PYY	0.833320481754769	
ADRA1D	OXTR	0.8252219011119977	
CHRM1	P2RY1	0.8354005520686607	
CHRM4	TAS2R50	0.8354005520686607	
HRH1	FFAR2	0.8354005520686607	
VEGFA	PIK3CB	0.8468891025876341	
HTR1F	PTGER3	0.8252219011119977	
ABCB1	rs1045642	0.99	
OPRM1	TAS2R41	0.8354005520686607	
ADRB2	HIP1	0.8628338709774962	
OPRK1	SSTR1	0.8354005520686607	
ADRB2	LDLRAP1	0.863443159858049	
HTR1E	CCR8	0.8354005520686607	
DRD3	CCR10	0.8354005520686607	
CHRM5	GHSR	0.8354005520686607	
OPRK1	ACKR3	0.8354005520686607	
CHRM3	LPAR1	0.8252219011119977	
CHRM2	C5	0.8407682499807351	
SLC6A4	rs25531	0.99	
HTR6	CALCB	0.8407682499807351	
Risperidone	HRH1	1	
CYP2A6	rs8192725	0.99	
CHRM4	LPAR2	0.8252219011119977	
HTR1E	BDKRB2	0.8354005520686607	
DRD4	CCR7	0.8354005520686607	
DRD1	ADCYAP1	0.8407682499807351	
OPRD1	BDKRB2	0.8354005520686607	
OPRM1	RXFP4	0.8354005520686607	
HTR1B	CCR3	0.8354005520686607	
GRIN2B	FYN	0.8567933402497072	
HRH1	HCRTR2	0.8252219011119977	
CHRM2	DRD3	0.8354005520686607	
HTR2B	LTB4R	0.8252219011119977	
HTR2C	GNRH1	0.8407682499807351	
HTR1D	LPAR3	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ALB	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AP1M1	0.8638247395845513	
DRD2	CXCL5	0.8407682499807351	
OPRD1	DRD4	0.8354005520686607	
CHRM2	C3AR1	0.8354005520686607	
HTR1B	NPW	0.8407682499807351	
HTR7	PTH2R	0.8354005520686607	
CHRM3	GCGR	0.8354005520686607	
HTR2B	NTSR1	0.8252219011119977	
ADRA1A	OPN4	0.8354005520686607	
Paliperidone	HTR1A	1	
HTR1F	CXCL11	0.8407682499807351	
HTR1D	TAS2R41	0.8354005520686607	
ADRB2	GPR84	0.8252219011119977	
CHRM2	CXCL13	0.8407682499807351	
OPRM1	OPRM1	0.855009540709891	
DRD3	PMCH	0.8407682499807351	
CHRM2	HIP1	0.8628338709774962	
HTR2B	GRPR	0.8354005520686607	
HTR2C	NMUR2	0.8421959353175904	
Memantine	CYP2A6	1	
Paliperidone	DRD2	1	
HTR1B	OXGR1	0.8354005520686607	
Doxepin	HTR2B	1	
Imipramine	CYP2C19	1	
CHRM2	AAK1	0.8663069664123185	
DRD3	NPY4R	0.8252219011119977	
CYP2D6	rs745746329	0.99	
ADRB2	SLC2A8	0.863443159858049	
HRH2	VIP	0.833320481754769	
HTR7	VIPR1	0.8252219011119977	
DRD2	TAS2R10	0.8354005520686607	
HTR6	SCTR	0.8354005520686607	
HTR2B	TAC3	0.833320481754769	
OPRM1	TAS2R20	0.8354005520686607	
OPRK1	LPAR3	0.8252219011119977	
HTR1D	CCL25	0.8407682499807351	
ABCB1	rs10276036	0.99	
HTR1E	S1PR3	0.8252219011119977	
VEGFA	HSP90AA1	0.8625501908282859	
DRD5	IAPP	0.8407682499807351	
GRIN1	CAMK2G	0.8516636985739204	
CHRM4	CXCL8	0.8459813396079446	
GRIN2A	GRIN2C	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR2T6	0.818984274335209	
OPRD1	TAS2R60	0.8354005520686607	
HTR1A	TAS2R16	0.8354005520686607	
DRD4	GAL	0.833320481754769	
HTR1F	S1PR1	0.8252219011119977	
ADRA1B	TBXA2R	0.852724204446584	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.8775210229989678	
GLP2R	GPR150	0.8252219011119977	
HRH4	APLNR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT9	0.8638247395845513	
HTR2B	AVPR1A	0.8354005520686607	
GRIN2B	CALM3	0.8319100629186602	
OPRD1	TAS2R19	0.8354005520686607	
DRD2	CCR4	0.8354005520686607	
ADRA1A	CCL23	0.833320481754769	
ADRB2	MC2R	0.8252219011119977	
HRH4	CXCL3	0.8407682499807351	
CHRM2	APOB	0.863443159858049	
OPRM1	CCR8	0.8354005520686607	
OPRM1	TAS2R43	0.8354005520686607	
ADRB1	LHB	0.8407682499807351	
Olanzapine	HTR5A	1	
HTR2A	AVPR1A	0.8354005520686607	
OPRM1	CXCL8	0.8459813396079446	
CHRM2	GAL	0.833320481754769	
HTR7	ADRB1	0.8354005520686607	
ADRA1D	P2RY1	0.8354005520686607	
HTR1A	NMU	0.8407682499807351	
HTR7	POMC	0.833320481754769	
ADRA1D	BDKRB2	0.8354005520686607	
HTR6	PTGER4	0.8252219011119977	
DRD5	CRHR1	0.8354005520686607	
OPRD1	CXCL8	0.8459813396079446	
Amitriptyline	SLC6A2	1	
OPRD1	GALR1	0.8252219011119977	
DRD4	TAS2R3	0.8354005520686607	
CHRM1	EDN2	0.833320481754769	
ADRA1A	LPAR2	0.8252219011119977	
SLC22A1	rs622342	0.99	
Propranolol	HTR1A	1	
ADRB2	ITSN1	0.8664623807565615	
OPRM1	CHRM4	0.8354005520686607	
OPRD1	CNR2	0.8354005520686607	
CYP3A4	rs4986910	0.9509900498999999	
Memantine	GRIN2B	1	
CYP2A6	rs1801272	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CNOT1	0.8638247395845513	
ADRB2	FCHO2	0.8583026292860755	
GRIN2A	HRAS	0.852724204446584	
ADRA1B	CYSLTR1	0.8252219011119977	
HTR5A	LPAR3	0.8252219011119977	
HTR1B	S1PR5	0.8252219011119977	
HTR1F	PPBP	0.8407682499807351	
Doxepin	ORM1	1	
HRH2	DRD5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFH	0.8638247395845513	
Paliperidone	ADRA2A	1	
CALM3	CAMK2A	0.8592366340563942	
HTR1F	CCL25	0.8407682499807351	
HRH2	GPR83	0.8252219011119977	
HTR5A	CCR5	0.8354005520686607	
HTR6	GPR45	0.8252219011119977	
ADRA1D	GPR4	0.8354005520686607	
HTR5A	CCR8	0.8354005520686607	
HTR1E	SAA1	0.8407682499807351	
Pramipexole	DRD5	1	
ADRB2	GIP	0.8407682499807351	
HTR1F	CHRM4	0.8354005520686607	
OPRD1	NMUR2	0.8421959353175904	
DRD2	rs2734842	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR2T6	0.8638247395845513	
Carvedilol	ADRA1D	1	
CHRM5	NMS	0.8407682499807351	
SLC22A1	SLC22A1*1, SLC22A1*2, SLC22A1*3, SLC22A1*4, SLC22A1*5, SLC22A1*6	0.99	
DRD2	HTR1D	0.8354005520686607	
OPRM1	CCL23	0.8407682499807351	
ADRA1B	P2RY1	0.8354005520686607	
DRD3	GAL	0.833320481754769	
HTR1D	GPER1	0.8354005520686607	
HTR2C	LPAR6	0.8354005520686607	
GRIN1	GRIN1	0.8564332803525301	
DRD4	NMS	0.8407682499807351	
ADRB2	HTR6	0.8354005520686607	
Amitriptyline	HTR1A	1	
CYP2C9	rs7089580	0.99	
ADRA1D	UTS2	0.8407682499807351	
HTR1F	ADRA2B	0.8252219011119977	
DRD4	GRM8	0.8252219011119977	
ADRA1A	XCL1	0.833320481754769	
OPRD1	NMUR1	0.8354005520686607	
OPRK1	CCR5	0.8354005520686607	
DRD2	MTNR1B	0.8252219011119977	
HTR2C	PROK1	0.8407682499807351	
ADRA1B	APP	0.833320481754769	
DRD3	TAS2R10	0.8354005520686607	
HTR1B	CASR	0.8354005520686607	
HRH4	ADORA1	0.8354005520686607	
ADRB1	HTR7	0.8354005520686607	
ADRA2A	rs1800544	0.99	
CYP3A5	CYP3A5*1A, CYP3A5*3A, CYP3A5*6, CYP3A5*7	0.99	
HTR1E	C3	0.8407682499807351	
HTR2B	NTS	0.833320481754769	
OPRK1	FPR3	0.8354005520686607	
ADRA1A	GPR68	0.8354005520686607	
DRD3	SAA1	0.8407682499807351	
HTR1B	NPY1R	0.8252219011119977	
HTR2A	PROKR2	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
Carvedilol	SELE	1	
GLP2R	TSHR	0.8354005520686607	
Sotalol	ADRB2	1	
HRH2	CALCB	0.8407682499807351	
HTR2A	TRHR	0.8354005520686607	
HTR1D	CNR2	0.8354005520686607	
ADRA1A	PROKR1	0.8354005520686607	
HTR1D	CCR6	0.8354005520686607	
CHRM4	TAS2R4	0.8354005520686607	
GLP2R	HRH2	0.8354005520686607	
DRD1	GPR15	0.8252219011119977	
ADRA1D	P2RY10	0.8354005520686607	
OPRD1	RXFP4	0.8354005520686607	
HRH4	TAS2R1	0.8354005520686607	
DRD2	TAS2R31	0.8354005520686607	
DRD4	LPAR2	0.8252219011119977	
OPRM1	CXCR5	0.8354005520686607	
CHRM2	AGFG1	0.863443159858049	
HTR1E	AGT	0.8407682499807351	
OPRM1	AGT	0.8407682499807351	
HRH2	PTGER4	0.8252219011119977	
DRD4	CNR1	0.8354005520686607	
CHRM4	OPRL1	0.8354005520686607	
OPRD1	CCR5	0.8354005520686607	
CYP2B6	CYP2B6*1, CYP2B6*4, CYP2B6*5, CYP2B6*6, CYP2B6*7	0.99	
ADRB1	GPHB5	0.8407682499807351	
ADRA1D	APP	0.833320481754769	
OPRK1	ADORA1	0.8354005520686607	
CHRM2	CCR4	0.8354005520686607	
ABCB1	rs3842	0.99	
ADRA1B	PROK2	0.8407682499807351	
VEGFA	ELMO2	0.7983096722548423	
OPRK1	P2RY4	0.8354005520686607	
DRD1	GPR25	0.8252219011119977	
DRD1	PTGER2	0.8252219011119977	
CHRM4	S1PR3	0.8252219011119977	
DRD5	RAMP1	0.8421959353175904	
DRD3	NPY2R	0.8252219011119977	
HTR1F	P2RY14	0.8354005520686607	
DRD4	OXER1	0.8252219011119977	
ADRB2	RPS27A	0.863443159858049	
CHRM2	CXCL10	0.8407682499807351	
DRD3	OPRK1	0.8354005520686607	
CHRM5	GNA11	0.8595571341704282	
DRD1	MC5R	0.8252219011119977	
DRD4	CXCL2	0.8407682499807351	
HTR2C	GPR4	0.8354005520686607	
ADRB2	IGF2R	0.863443159858049	
ADRB3	MC5R	0.8252219011119977	
HTR2C	PTGFR	0.8252219011119977	
ADRA1D	GRPR	0.8354005520686607	
ADRA1B	MLN	0.8407682499807351	
HTR1F	SAA1	0.8407682499807351	
CHRM2	SYT2	0.863443159858049	
HTR2A	P2RY10	0.8354005520686607	
HTR1D	SSTR3	0.8354005520686607	
HTR1E	NPY5R	0.8252219011119977	
HRH4	GRM7	0.8252219011119977	
HTR1F	CCR1	0.8354005520686607	
HTR1D	CNR1	0.8354005520686607	
GRIN2B	GRIN2B	0.8564332803525301	
HTR1D	PNOC	0.8407682499807351	
ADRA2B	ADRA2A	0.8459813396079446	
DRD4	P2RY14	0.8354005520686607	
CHRM2	NMU	0.8407682499807351	
CHRM5	GPR4	0.8354005520686607	
HTR7	HRH2	0.8354005520686607	
ADRB2	GPR176	0.8252219011119977	
HTR1D	HCAR1	0.8354005520686607	
HRH4	ACKR3	0.8354005520686607	
Risperidone	ADRA2A	1	
HTR1F	MT-RNR2	0.8459813396079446	
HTR6	GIP	0.8407682499807351	
HTR1A	CCR7	0.8354005520686607	
HTR2B	BDKRB1	0.8354005520686607	
HRH4	PMCH	0.8407682499807351	
rs12721627	CYP3A4	0.96059601	
CHRM4	GNAI3	0.8526462282435747	
HTR1E	CXCL9	0.8407682499807351	
ADRA1A	NMS	0.8407682499807351	
OPRD1	NMS	0.8407682499807351	
DRD4	MTNR1B	0.8252219011119977	
CHRM1	XCL1	0.833320481754769	
HTR7	GPHA2	0.8407682499807351	
HTR7	MC5R	0.8252219011119977	
GRIN1	TIAM1	0.842023951637581	
Pergolide	DRD2	1	
ADRB2	CD3G	0.863443159858049	
HTR2A	GRM1	0.8354005520686607	
HTR5A	NPBWR1	0.8354005520686607	
ADRB1	PTHLH	0.8407682499807351	
Bisoprolol	CYP3A4	1	
DRD2	TAS2R39	0.8354005520686607	
ADRB2	GPR150	0.8252219011119977	
SLC6A3	rs2975226	0.99	
HTR6	POMC	0.833320481754769	
HTR7	ADCYAP1	0.8407682499807351	
OPRD1	GPR55	0.8354005520686607	
VEGFA	SH2D2A	0.8588236184081405	
ADRB2	HTR4	0.8354005520686607	
CHRM2	SUCNR1	0.8354005520686607	
HTR1D	CXCL8	0.8459813396079446	
HTR1F	CCR4	0.8354005520686607	
HTR1D	HRH4	0.8354005520686607	
ADRA1B	CHRM5	0.8354005520686607	
CHRM2	OPRK1	0.8354005520686607	
HIF1A	UBE2D2	0.8219632471359692	
HTR1D	HCAR2	0.8354005520686607	
CHRM5	TACR1	0.8252219011119977	
CHRM4	CCL5	0.8407682499807351	
HTR6	LHCGR	0.8354005520686607	
HTR2A	HRH1	0.8354005520686607	
HTR1D	RXFP3	0.8354005520686607	
CHRM1	GPR132	0.8354005520686607	
CHRM4	ADRA2A	0.8252219011119977	
OPRD1	MTNR1B	0.8252219011119977	
HTR1E	PNOC	0.8407682499807351	
ADRA1B	TACR2	0.8252219011119977	
DRD2	LPAR5	0.8252219011119977	
ADRB2	EGF	0.863443159858049	
Carvedilol	CYP1A2	1	
DRD4	TAS2R40	0.8354005520686607	
ADRB3	FSHB	0.8407682499807351	
CHRM5	P2RY2	0.8354005520686607	
DRD3	GNAI2	0.8526462282435747	
Ropinirole	DRD2	1	
HTR1E	CNR1	0.8354005520686607	
Amitriptyline	CHRM2	1	
DRD2	CXCR5	0.8354005520686607	
DRD2	GNB1	0.8526462282435747	
GLP2R	P2RY11	0.8252219011119977	
CHRM4	ADORA3	0.8354005520686607	
HTR5A	S1PR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCDH1	0.8638247395845513	
OPRM1	DRD3	0.8354005520686607	
Citalopram	CHRM1	1	
OPRD1	CCL27	0.8407682499807351	
HTR1E	LPAR5	0.8252219011119977	
HTR7	CALCRL	0.8421959353175904	
HTR1F	HCAR3	0.8354005520686607	
OPRM1	HTR1D	0.8354005520686607	
HTR2B	GRM1	0.8354005520686607	
DRD4	NPY1R	0.8252219011119977	
DRD4	CCL27	0.8407682499807351	
GRIN1	rs1126442	0.99	
OPRM1	PTGER3	0.8252219011119977	
HTR1E	CCL27	0.8407682499807351	
Sotalol	ADRB1	1	
ADRB2	MC5R	0.8252219011119977	
CYP2C9	rs1934969	0.99	
CYP3A	rs4987161	0.8953382542587163	
OPRK1	NMUR2	0.8421959353175904	
CHRM2	S1PR1	0.8252219011119977	
ADRA1B	NPS	0.8407682499807351	
Risperidone	HTR2A	1	
Pergolide	DRD3	1	
Tramadol	CYP3A4	1	
CHRM4	PTGDR2	0.8252219011119977	
HTR2A	rs6305	0.99	
CHRM2	EPN1	0.863443159858049	
ADRA1B	TRHR	0.8354005520686607	
HTR1B	HCAR2	0.8354005520686607	
CHRM3	GRP	0.8407682499807351	
CHRM3	NTSR2	0.8252219011119977	
NDUFC2	NDUFS8	0.8478585989808651	
HRH1	P2RY2	0.8354005520686607	
HTR1D	S1PR1	0.8252219011119977	
HTR2A	OXTR	0.8252219011119977	
HTR1A	NPBWR2	0.8354005520686607	
HTR2B	HRH1	0.8354005520686607	
HRH2	PTH	0.8407682499807351	
OPRK1	TAS2R14	0.8354005520686607	
OPRK1	CXCL13	0.8407682499807351	
DRD1	rs11749035	0.99	
Olanzapine	CHRM3	1	
HRH1	LTB4R2	0.8252219011119977	
CYP2B6	rs2054675	0.99	
CHRM3	LPAR6	0.8354005520686607	
ADRB2	PTGER4	0.8252219011119977	
HRH1	NMB	0.8407682499807351	
OPRM1	TAS2R7	0.8354005520686607	
CHRM4	OPRK1	0.8354005520686607	
DRD1	VIPR2	0.8252219011119977	
NTRK1	CRK	0.8491915666913814	
OPRM1	CCR6	0.8354005520686607	
ADRA1B	ADRA1B	0.849809014912932	
CHRM2	DRD4	0.8354005520686607	
HRH2	RAMP2	0.8421959353175904	
HRH1	NMU	0.8407682499807351	
ADRB1	GPR15	0.8252219011119977	
CHRM2	TAS2R45	0.8354005520686607	
ADRA1B	XCL2	0.833320481754769	
HTR1A	TAS2R1	0.8354005520686607	
GRIN1	GRIN2C	0.8480904465605648	
CYP2D6	CYP2D6*1, CYP2D6*4	0.99	
HTR5A	HEBP1	0.8407682499807351	
GRIN2B	EFNB2	0.8526462282435747	
OPRD1	SUCNR1	0.8354005520686607	
CHRM4	P2RY12	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DMD	0.8638247395845513	
ADRB1	TSHB	0.8407682499807351	
ADRB2	DNM2	0.8621379174857935	
DRD4	ANXA1	0.8459813396079446	
ADRB2	GHRH	0.8407682499807351	
DRD5	INSL3	0.8407682499807351	
Doxepin	HTR2C	1	
HTR3A	rs2276302	0.99	
HRH2	GHRH	0.8407682499807351	
HTR1E	S1PR2	0.8252219011119977	
DRD4	NPB	0.8407682499807351	
HTR1B	GAL	0.833320481754769	
DRD4	HRH4	0.8354005520686607	
HTR1A	TAS2R10	0.8354005520686607	
ADRA1A	CHRM5	0.8354005520686607	
OPRD1	GPR18	0.8354005520686607	
Apomorphine	HTR1B	1	
HTR5A	GALR2	0.8252219011119977	
DRD2	ANXA1	0.8459813396079446	
DRD3	P2RY13	0.8354005520686607	
ADRB3	VIP	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TLN2	0.818984274335209	
VEGFA	rs1570360	0.99	
OPRK1	CCL16	0.8407682499807351	
GLP2R	ADORA2B	0.8354005520686607	
ADRA2A	ADRA2A	0.8459813396079446	
OPRM1	GNAT1	0.8561119909626079	
HTR1A	CCR1	0.8354005520686607	
HTR2C	TACR2	0.8252219011119977	
ADRB1	POMC	0.833320481754769	
HTR2C	CHRM3	0.8354005520686607	
ADRA1D	TACR1	0.8252219011119977	
GAL	rs948854	0.8249872769372213	
CHRM5	NPFFR2	0.8252219011119977	
HTR7	PTHLH	0.8407682499807351	
CHRM5	GNA14	0.8595571341704282	
ADRB2	REPS2	0.863443159858049	
DRD3	rs167771	0.99	
HTR2C	GHRL	0.8407682499807351	
HTR7	GLP2R	0.8354005520686607	
DRD3	OPRL1	0.8354005520686607	
HTR1B	TAS2R42	0.8354005520686607	
ADRA1A	CYSLTR1	0.8252219011119977	
ADRB2	SGIP1	0.8664623807565615	
ADRA1A	XCL2	0.833320481754769	
DRD2	RLN3	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC3	0.8638247395845513	
NDUFC2	NDUFS3	0.8478585989808651	
CHRM5	GRM5	0.8354005520686607	
GRIN1	CAMK2B	0.8516636985739204	
OPRM1	TAS2R40	0.8354005520686607	
DRD3	rs324026	0.99	
CHRM4	LPAR1	0.8252219011119977	
Pergolide	HTR1D	1	
CHRM2	DNAJC6	0.851137711762708	
OPRD1	CXCL2	0.8407682499807351	
HTR1D	S1PR5	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:q6IZvGeHHY4cOWPHVW3Z7k177/w32630	0.818984274335209	
HTR5A	TAS2R16	0.8354005520686607	
DRD2	SAA1	0.8407682499807351	
DRD3	MT-RNR2	0.8459813396079446	
OPRM1	NPY1R	0.8252219011119977	
DRD5	RAMP2	0.8421959353175904	
HTR1D	CXCL1	0.8407682499807351	
DRD3	S1PR5	0.8252219011119977	
ADRA1D	PTGFR	0.8252219011119977	
CHRM1	F2RL1	0.8252219011119977	
HTR2A	CHRM5	0.8354005520686607	
DRD3	CCL23	0.8407682499807351	
HTR5A	CXCL2	0.8407682499807351	
DRD5	GIPR	0.8354005520686607	
HTR1F	TAS2R40	0.8354005520686607	
HTR1F	TAS2R3	0.8354005520686607	
HTR2A	GNAQ	0.8595571341704282	
GLP2R	PTH1R	0.8354005520686607	
CHRM4	INSL5	0.8407682499807351	
CHRM4	CXCL5	0.8407682499807351	
HTR1E	TAS2R46	0.8354005520686607	
CHRM2	MT-RNR2	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HPX	0.818984274335209	
ADRA2A	GNAT3	0.8497082254156562	
Risperidone	ADRA2C	1	
ADRB3	CRHR1	0.8354005520686607	
CHRM2	HCAR2	0.8354005520686607	
PTGS1	rs10306114	0.99	
ADRA2C	SAA1	0.833320481754769	
ADRB2	MC1R	0.8252219011119977	
ADRB3	TAAR1	0.8354005520686607	
DRD3	GRM7	0.8252219011119977	
HTR2B	GNRH2	0.8407682499807351	
Eletriptan	ABCB1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCAF1	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCED1B	0.818984274335209	
HTR5A	FPR2	0.8354005520686607	
DRD2	AGTR2	0.8354005520686607	
ADRA1B	F2RL1	0.8252219011119977	
DRD5	ADRB3	0.8354005520686607	
DRD3	LPAR1	0.8252219011119977	
CYP2C9	rs9332096	0.99	
OPRD1	NPY1R	0.8252219011119977	
HTR1D	CXCR4	0.8354005520686607	
OPRM1	HCAR3	0.8354005520686607	
Bisoprolol	CYP2D6	1	
Eletriptan	CYP2A6	1	
DRD4	TAS2R30	0.8354005520686607	
Imipramine	CYP2C18	1	
OPRD1	GNAI1	0.8526462282435747	
CHRM2	VAMP8	0.863443159858049	
HTR1A	CXCL6	0.8459813396079446	
DRD3	C5AR1	0.8354005520686607	
DRD2	rs1079597	0.99	
CHRM3	AVPR1A	0.8354005520686607	
HTR5A	MT-RNR2	0.8459813396079446	
HTR1B	CXCL5	0.8407682499807351	
ADRA1A	TACR1	0.8252219011119977	
GRIN2B	YES1	0.8526462282435747	
CHRM4	NPBWR1	0.8354005520686607	
OPRM1	GNAO1	0.8561119909626079	
DRD2	RXFP4	0.8354005520686607	
GRIN1	EPHB6	0.8526462282435747	
SLC22A1	rs683369	0.99	
DRD4	CCL16	0.8407682499807351	
HTR2B	GNA14	0.8595571341704282	
HTR1D	CXCL12	0.8407682499807351	
DRD2	TAS2R3	0.8354005520686607	
HTR1F	PYY	0.833320481754769	
CHRM2	FZD4	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTSL	0.8638247395845513	
GRIN2B	HRAS	0.852724204446584	
